,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,ticker,spotPrice,timetoMaturity
90,SPXW260320C06875000,2026-03-16 10:58:58+00:00,6875.0,6.4,6.5,6.7,-0.77,-10.739191,71.0,924.0,0.22228255752563475,False,REGULAR,USD,^SPX,6632.18994140625,7
91,SPX260320C06890000,2026-03-13 19:05:37+00:00,6890.0,5.53,3.0,3.5,0.0,0.0,759.0,10292.0,0.20081365600585935,False,REGULAR,USD,^SPX,6632.18994140625,7
92,SPX260320C06895000,2026-03-13 18:04:17+00:00,6895.0,5.88,2.65,3.1,0.0,0.0,532.0,5972.0,0.19889106781005855,False,REGULAR,USD,^SPX,6632.18994140625,7
93,SPX260320C06900000,2026-03-16 10:21:18+00:00,6900.0,2.22,2.35,2.7,-0.98,-30.625,104.0,89034.0,0.1964802032470703,False,REGULAR,USD,^SPX,6632.18994140625,7
94,SPXW260320C06910000,2026-03-16 09:15:45+00:00,6910.0,2.56,2.7,2.85,-0.99,-27.887323,34.0,1551.0,0.2043536596679687,False,REGULAR,USD,^SPX,6632.18994140625,7
95,SPXW260320C06915000,2026-03-16 10:55:40+00:00,6915.0,2.34,2.35,2.55,-0.86000013,-26.875004,15.0,1579.0,0.20291934783935545,False,REGULAR,USD,^SPX,6632.18994140625,7
96,SPXW260320C06920000,2026-03-16 09:10:00+00:00,6920.0,2.05,2.05,2.2,-0.9200001,-30.976433,28.0,1994.0,0.20029486236572264,False,REGULAR,USD,^SPX,6632.18994140625,7
97,SPXW260320C06925000,2026-03-16 10:01:41+00:00,6925.0,1.65,1.8,1.95,-0.82000005,-33.198383,25.0,5942.0,0.19883003326416016,False,REGULAR,USD,^SPX,6632.18994140625,7
98,SPX260320C06930000,2026-03-16 02:36:18+00:00,6930.0,1.54,0.95,1.25,-0.20000005,-11.494255,2.0,9017.0,0.1873250213623047,False,REGULAR,USD,^SPX,6632.18994140625,7
99,SPXW260320C06935000,2026-03-16 01:15:24+00:00,6935.0,2.2,1.35,1.5,0.049999952,2.3255792,2.0,716.0,0.1955036505126953,False,REGULAR,USD,^SPX,6632.18994140625,7
100,SPXW260320C06940000,2026-03-13 20:09:59+00:00,6940.0,1.83,1.15,1.3,0.0,0.0,662.0,1053.0,0.193642096862793,False,REGULAR,USD,^SPX,6632.18994140625,7
101,SPXW260320C06945000,2026-03-16 00:16:17+00:00,6945.0,1.78,1.0,1.15,0.13,7.878788,2.0,607.0,0.19254347503662111,False,REGULAR,USD,^SPX,6632.18994140625,7
102,SPXW260320C06950000,2026-03-16 11:01:08+00:00,6950.0,0.95,0.9,1.05,-0.59999996,-38.709675,134.0,2782.0,0.1924214059448242,False,REGULAR,USD,^SPX,6632.18994140625,7
103,SPXW260320C06960000,2026-03-16 11:24:13+00:00,6960.0,0.7,0.65,0.8,-0.53000003,-43.08943,124.0,2352.0,0.18982743774414065,False,REGULAR,USD,^SPX,6632.18994140625,7
104,SPXW260320C06965000,2026-03-16 11:11:50+00:00,6965.0,0.65,0.6,0.7,-0.45000005,-40.909092,10.0,735.0,0.18872881591796875,False,REGULAR,USD,^SPX,6632.18994140625,7
105,SPXW260320C06970000,2026-03-13 20:09:23+00:00,6970.0,1.0,0.5,0.65,0.0,0.0,537.0,846.0,0.18921709228515626,False,REGULAR,USD,^SPX,6632.18994140625,7
106,SPXW260320C06980000,2026-03-16 10:01:43+00:00,6980.0,0.5,0.4,0.5,-0.3,-37.5,11.0,1229.0,0.18738605590820312,False,REGULAR,USD,^SPX,6632.18994140625,7
107,SPXW260327C05000000,2026-02-27 19:40:42+00:00,5000.0,1863.98,1689.3,1692.1,0.0,0.0,115.0,885.0,1.2082711705780027,True,REGULAR,USD,^SPX,6632.18994140625,14
108,SPXW260327C06000000,2026-03-13 16:54:20+00:00,6000.0,679.23,698.4,700.8,0.0,0.0,8000.0,10021.0,0.6037484693908695,True,REGULAR,USD,^SPX,6632.18994140625,14
109,SPXW260327C06200000,2026-03-13 14:53:52+00:00,6200.0,509.36,505.3,513.2,0.0,0.0,5.0,58.0,0.511021735534668,True,REGULAR,USD,^SPX,6632.18994140625,14
110,SPXW260327C06250000,2026-03-13 18:38:32+00:00,6250.0,439.78,458.7,465.8,0.0,0.0,2.0,162.0,0.48298780567169197,True,REGULAR,USD,^SPX,6632.18994140625,14
111,SPXW260327C06500000,2026-03-13 20:00:34+00:00,6500.0,220.37,244.4,250.1,0.0,0.0,9.0,55.0,0.3709665259933471,True,REGULAR,USD,^SPX,6632.18994140625,14
112,SPXW260327C06550000,2026-03-13 20:00:34+00:00,6550.0,185.27,207.4,208.5,0.0,0.0,29.0,108.0,0.3443096880722046,True,REGULAR,USD,^SPX,6632.18994140625,14
113,SPXW260327C06560000,2026-03-13 18:57:14+00:00,6560.0,192.32,199.8,201.0,0.0,0.0,50.0,85.0,0.34030811065673827,True,REGULAR,USD,^SPX,6632.18994140625,14
114,SPXW260327C06570000,2026-03-13 18:57:14+00:00,6570.0,185.41,192.2,193.4,0.0,0.0,56.0,56.0,0.3359288819885254,True,REGULAR,USD,^SPX,6632.18994140625,14
115,SPXW260327C06600000,2026-03-16 11:05:37+00:00,6600.0,170.08,170.9,172.2,19.479996,12.934923,5.0,194.0,0.3250990647506713,True,REGULAR,USD,^SPX,6632.18994140625,14
116,SPXW260327C06625000,2026-03-13 19:53:31+00:00,6625.0,137.77,153.4,154.5,0.0,0.0,35.0,79.0,0.31468504535675046,True,REGULAR,USD,^SPX,6632.18994140625,14
117,SPXW260327C06630000,2026-03-13 20:12:55+00:00,6630.0,132.0,150.1,151.1,0.0,0.0,109.0,63.0,0.31273956920623774,True,REGULAR,USD,^SPX,6632.18994140625,14
118,SPXW260327C06640000,2026-03-13 19:56:50+00:00,6640.0,129.1,143.4,144.7,0.0,0.0,92.0,51.0,0.3095238115692138,False,REGULAR,USD,^SPX,6632.18994140625,14
119,SPXW260327C06650000,2026-03-13 20:06:52+00:00,6650.0,120.3,136.6,137.6,0.0,0.0,395.0,294.0,0.3046296039199829,False,REGULAR,USD,^SPX,6632.18994140625,14
120,SPXW260327C06660000,2026-03-13 20:01:47+00:00,6660.0,115.9,130.3,131.3,0.0,0.0,100.0,87.0,0.3011697080993652,False,REGULAR,USD,^SPX,6632.18994140625,14
121,SPXW260327C06670000,2026-03-13 20:00:33+00:00,6670.0,110.6,123.7,124.7,0.0,0.0,161.0,416.0,0.29684769931793215,False,REGULAR,USD,^SPX,6632.18994140625,14
122,SPXW260327C06675000,2026-03-13 20:11:08+00:00,6675.0,106.03,120.8,121.8,0.0,0.0,221.0,498.0,0.29542864612579345,False,REGULAR,USD,^SPX,6632.18994140625,14
123,SPXW260327C06690000,2026-03-13 19:49:46+00:00,6690.0,99.11,111.3,112.3,0.0,0.0,196.0,272.0,0.2891191999435424,False,REGULAR,USD,^SPX,6632.18994140625,14
124,SPXW260327C06695000,2026-03-13 19:43:43+00:00,6695.0,95.0,108.3,109.3,0.0,0.0,41.0,57.0,0.2872309436798095,False,REGULAR,USD,^SPX,6632.18994140625,14
125,SPXW260327C06700000,2026-03-16 10:41:39+00:00,6700.0,99.79,105.3,106.3,7.3899994,7.9978347,4.0,3227.0,0.28527783821105956,False,REGULAR,USD,^SPX,6632.18994140625,14
126,SPXW260327C06720000,2026-03-13 20:10:31+00:00,6720.0,82.79,93.7,94.7,0.0,0.0,115.0,181.0,0.27760274406433105,False,REGULAR,USD,^SPX,6632.18994140625,14
127,SPXW260327C06725000,2026-03-13 19:55:04+00:00,6725.0,81.55,91.0,92.1,0.0,0.0,82.0,96.0,0.2761455442810058,False,REGULAR,USD,^SPX,6632.18994140625,14
128,SPXW260327C06730000,2026-03-13 20:00:34+00:00,6730.0,79.1,88.1,89.1,0.0,0.0,46.0,79.0,0.27374993835449213,False,REGULAR,USD,^SPX,6632.18994140625,14
129,SPXW260327C06735000,2026-03-13 20:00:09+00:00,6735.0,77.7,85.3,86.3,0.0,0.0,58.0,63.0,0.2717052810668945,False,REGULAR,USD,^SPX,6632.18994140625,14
130,SPXW260327C06740000,2026-03-13 20:03:21+00:00,6740.0,72.84,82.7,83.7,0.0,0.0,101.0,133.0,0.2700192017364502,False,REGULAR,USD,^SPX,6632.18994140625,14
131,SPXW260327C06745000,2026-03-13 20:06:11+00:00,6745.0,70.17,80.0,80.9,0.0,0.0,104.0,107.0,0.2678105141067505,False,REGULAR,USD,^SPX,6632.18994140625,14
132,SPXW260327C06750000,2026-03-16 11:38:51+00:00,6750.0,77.6,77.4,78.4,8.0,11.494253,6.0,771.0,0.26618165466308596,False,REGULAR,USD,^SPX,6632.18994140625,14
133,SPXW260327C06755000,2026-03-13 19:06:27+00:00,6755.0,73.37,74.7,75.7,0.0,0.0,114.0,245.0,0.2640225576019287,False,REGULAR,USD,^SPX,6632.18994140625,14
134,SPXW260327C06760000,2026-03-13 19:59:33+00:00,6760.0,69.58,72.3,73.2,3.4800034,5.2647557,2.0,480.0,0.2622220384979248,False,REGULAR,USD,^SPX,6632.18994140625,14
135,SPXW260327C06765000,2026-03-13 20:07:24+00:00,6765.0,61.86,70.0,71.0,0.0,0.0,212.0,334.0,0.261012791557312,False,REGULAR,USD,^SPX,6632.18994140625,14
136,SPXW260327C06770000,2026-03-13 19:35:57+00:00,6770.0,62.3,67.4,68.2,0.0,0.0,581.0,461.0,0.25835778881073,False,REGULAR,USD,^SPX,6632.18994140625,14
