,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,ticker,spotPrice,timetoMaturity
118,SPX260417C05625000,2026-01-16 14:50:21+00:00,5625.0,1394.0,1100.3,1109.5,0.0,0.0,70.0,101.0,0.5618635122680665,True,REGULAR,USD,^SPX,6632.18994140625,35
119,SPX260417C05675000,2025-10-23 19:35:00+00:00,5675.0,1229.58,1220.2,1228.1,0.0,0.0,4.0,83.0,0.8378235822296142,True,REGULAR,USD,^SPX,6632.18994140625,35
120,SPX260417C05800000,2026-03-09 14:40:01+00:00,5800.0,931.67,867.6,871.3,0.0,0.0,10.0,3487.0,0.3614184342193604,True,REGULAR,USD,^SPX,6632.18994140625,35
121,SPX260417C05850000,2026-03-09 17:32:58+00:00,5850.0,904.97,820.9,824.6,0.0,0.0,7.0,4169.0,0.35288122711181635,True,REGULAR,USD,^SPX,6632.18994140625,35
122,SPX260417C05900000,2026-03-13 17:04:58+00:00,5900.0,798.4,774.6,778.3,-60.0,-6.989748,4.0,854.0,0.34451186500549313,True,REGULAR,USD,^SPX,6632.18994140625,35
123,SPX260417C05925000,2026-03-13 15:06:59+00:00,5925.0,789.17,812.1,820.7,-316.02997,-28.594822,4.0,255.0,0.46825559215545653,True,REGULAR,USD,^SPX,6632.18994140625,35
124,SPXW260417C06000000,2026-03-12 14:42:04+00:00,6000.0,747.98,674.9,698.9,0.0,0.0,15.0,142.0,0.3520877780151367,True,REGULAR,USD,^SPX,6632.18994140625,35
125,SPX260417C06075000,2026-01-16 19:26:33+00:00,6075.0,955.8,677.1,685.6,0.0,0.0,66.0,444.0,0.42867087448120117,True,REGULAR,USD,^SPX,6632.18994140625,35
126,SPX260417C06100000,2026-03-13 19:07:28+00:00,6100.0,616.72,594.8,598.4,-39.070007,-5.957701,6.0,1400.0,0.3129722634124755,True,REGULAR,USD,^SPX,6632.18994140625,35
127,SPX260417C06125000,2026-03-13 06:16:15+00:00,6125.0,631.3,573.1,576.6,-174.23999,-21.630209,11.0,244.0,0.30913853099822997,True,REGULAR,USD,^SPX,6632.18994140625,35
128,SPX260417C06150000,2026-03-13 19:42:19+00:00,6150.0,556.3,551.5,555.0,-59.929993,-9.725264,10.0,1144.0,0.3053543891525269,True,REGULAR,USD,^SPX,6632.18994140625,35
129,SPX260417C06250000,2026-03-13 15:25:34+00:00,6250.0,498.9,467.5,471.0,-24.670013,-4.7118845,8.0,640.0,0.29094451433181756,True,REGULAR,USD,^SPX,6632.18994140625,35
130,SPXW260417C06400000,2026-03-13 19:23:00+00:00,6400.0,363.3,351.6,353.9,-43.180023,-10.622914,3.0,51.0,0.2714344402694702,True,REGULAR,USD,^SPX,6632.18994140625,35
131,SPX260417C06500000,2026-03-13 19:13:40+00:00,6500.0,293.9,275.9,279.3,-35.72,-10.836722,31.0,2302.0,0.2546117935562135,True,REGULAR,USD,^SPX,6632.18994140625,35
